Name,Level,Type,Stats,Move Pool
vulpix,50,['fire'],"{'hp': 38, 'attack': 41, 'defense': 40, 'special-attack': 50, 'special-defense': 65, 'speed': 65}","{'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'ember': {'accuracy': 100, 'power': 40, 'pp': 25, 'priority': 0, 'damage_class': 'special', 'type': 'fire'}, 'flamethrower': {'accuracy': 100, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'fire'}, 'fire-spin': {'accuracy': 85, 'power': 35, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'fire'}, 'dig': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'ground'}, 'quick-attack': {'accuracy': 100, 'power': 40, 'pp': 30, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'fire-blast': {'accuracy': 85, 'power': 110, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'fire'}, 'swift': {'accuracy': None, 'power': 60, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'skull-bash': {'accuracy': 100, 'power': 130, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}}"
ninetales,50,['fire'],"{'hp': 73, 'attack': 76, 'defense': 75, 'special-attack': 81, 'special-defense': 100, 'speed': 100}","{'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'ember': {'accuracy': 100, 'power': 40, 'pp': 25, 'priority': 0, 'damage_class': 'special', 'type': 'fire'}, 'hyper-beam': {'accuracy': 90, 'power': 150, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'dig': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'ground'}, 'quick-attack': {'accuracy': 100, 'power': 40, 'pp': 30, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'fire-blast': {'accuracy': 85, 'power': 110, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'fire'}, 'swift': {'accuracy': None, 'power': 60, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'skull-bash': {'accuracy': 100, 'power': 130, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}}"
jigglypuff,50,"['normal', 'fairy']","{'hp': 115, 'attack': 45, 'defense': 20, 'special-attack': 45, 'special-defense': 25, 'speed': 20}","{'pound': {'accuracy': 100, 'power': 40, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-slap': {'accuracy': 85, 'power': 15, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'mega-punch': {'accuracy': 85, 'power': 80, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'mega-kick': {'accuracy': 75, 'power': 120, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'water-gun': {'accuracy': 100, 'power': 40, 'pp': 25, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'ice-beam': {'accuracy': 100, 'power': 90, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'blizzard': {'accuracy': 70, 'power': 110, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'bubble-beam': {'accuracy': 100, 'power': 65, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'submission': {'accuracy': 80, 'power': 80, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'fighting'}, 'counter': {'accuracy': 100, 'power': None, 'pp': 20, 'priority': -5, 'damage_class': 'physical', 'type': 'fighting'}, 'seismic-toss': {'accuracy': 100, 'power': None, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'fighting'}, 'strength': {'accuracy': 100, 'power': 80, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'solar-beam': {'accuracy': 100, 'power': 120, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'thunderbolt': {'accuracy': 100, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'thunder': {'accuracy': 70, 'power': 110, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'psychic': {'accuracy': 100, 'power': 90, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'fire-blast': {'accuracy': 85, 'power': 110, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'fire'}, 'skull-bash': {'accuracy': 100, 'power': 130, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'psywave': {'accuracy': 100, 'power': None, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'tri-attack': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}}"
wigglytuff,50,"['normal', 'fairy']","{'hp': 140, 'attack': 70, 'defense': 45, 'special-attack': 85, 'special-defense': 50, 'speed': 45}","{'double-slap': {'accuracy': 85, 'power': 15, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'mega-punch': {'accuracy': 85, 'power': 80, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'mega-kick': {'accuracy': 75, 'power': 120, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'water-gun': {'accuracy': 100, 'power': 40, 'pp': 25, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'ice-beam': {'accuracy': 100, 'power': 90, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'blizzard': {'accuracy': 70, 'power': 110, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'bubble-beam': {'accuracy': 100, 'power': 65, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'hyper-beam': {'accuracy': 90, 'power': 150, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'submission': {'accuracy': 80, 'power': 80, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'fighting'}, 'counter': {'accuracy': 100, 'power': None, 'pp': 20, 'priority': -5, 'damage_class': 'physical', 'type': 'fighting'}, 'seismic-toss': {'accuracy': 100, 'power': None, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'fighting'}, 'strength': {'accuracy': 100, 'power': 80, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'solar-beam': {'accuracy': 100, 'power': 120, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'thunderbolt': {'accuracy': 100, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'thunder': {'accuracy': 70, 'power': 110, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'psychic': {'accuracy': 100, 'power': 90, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'fire-blast': {'accuracy': 85, 'power': 110, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'fire'}, 'skull-bash': {'accuracy': 100, 'power': 130, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'psywave': {'accuracy': 100, 'power': None, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'tri-attack': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}}"
zubat,50,"['poison', 'flying']","{'hp': 40, 'attack': 45, 'defense': 35, 'special-attack': 30, 'special-defense': 40, 'speed': 55}","{'razor-wind': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'wing-attack': {'accuracy': 100, 'power': 60, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'flying'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bite': {'accuracy': 100, 'power': 60, 'pp': 25, 'priority': 0, 'damage_class': 'physical', 'type': 'dark'}, 'mega-drain': {'accuracy': 100, 'power': 40, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'swift': {'accuracy': None, 'power': 60, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'leech-life': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'bug'}}"
golbat,50,"['poison', 'flying']","{'hp': 75, 'attack': 80, 'defense': 70, 'special-attack': 65, 'special-defense': 75, 'speed': 90}","{'razor-wind': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'wing-attack': {'accuracy': 100, 'power': 60, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'flying'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bite': {'accuracy': 100, 'power': 60, 'pp': 25, 'priority': 0, 'damage_class': 'physical', 'type': 'dark'}, 'hyper-beam': {'accuracy': 90, 'power': 150, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'mega-drain': {'accuracy': 100, 'power': 40, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'swift': {'accuracy': None, 'power': 60, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'leech-life': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'bug'}}"
oddish,50,"['grass', 'poison']","{'hp': 45, 'attack': 50, 'defense': 55, 'special-attack': 75, 'special-defense': 65, 'speed': 30}","{'cut': {'accuracy': 95, 'power': 50, 'pp': 30, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'acid': {'accuracy': 100, 'power': 40, 'pp': 30, 'priority': 0, 'damage_class': 'special', 'type': 'poison'}, 'absorb': {'accuracy': 100, 'power': 20, 'pp': 25, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'mega-drain': {'accuracy': 100, 'power': 40, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'solar-beam': {'accuracy': 100, 'power': 120, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'petal-dance': {'accuracy': 100, 'power': 120, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}}"
gloom,50,"['grass', 'poison']","{'hp': 60, 'attack': 65, 'defense': 70, 'special-attack': 85, 'special-defense': 75, 'speed': 40}","{'cut': {'accuracy': 95, 'power': 50, 'pp': 30, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'acid': {'accuracy': 100, 'power': 40, 'pp': 30, 'priority': 0, 'damage_class': 'special', 'type': 'poison'}, 'absorb': {'accuracy': 100, 'power': 20, 'pp': 25, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'mega-drain': {'accuracy': 100, 'power': 40, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'solar-beam': {'accuracy': 100, 'power': 120, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'petal-dance': {'accuracy': 100, 'power': 120, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}}"
vileplume,50,"['grass', 'poison']","{'hp': 75, 'attack': 80, 'defense': 85, 'special-attack': 110, 'special-defense': 90, 'speed': 50}","{'cut': {'accuracy': 95, 'power': 50, 'pp': 30, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'acid': {'accuracy': 100, 'power': 40, 'pp': 30, 'priority': 0, 'damage_class': 'special', 'type': 'poison'}, 'hyper-beam': {'accuracy': 90, 'power': 150, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'mega-drain': {'accuracy': 100, 'power': 40, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'solar-beam': {'accuracy': 100, 'power': 120, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'petal-dance': {'accuracy': 100, 'power': 120, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}}"
paras,50,"['bug', 'grass']","{'hp': 35, 'attack': 70, 'defense': 55, 'special-attack': 45, 'special-defense': 55, 'speed': 25}","{'scratch': {'accuracy': 100, 'power': 40, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'cut': {'accuracy': 95, 'power': 50, 'pp': 30, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'mega-drain': {'accuracy': 100, 'power': 40, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'solar-beam': {'accuracy': 100, 'power': 120, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'dig': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'ground'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'skull-bash': {'accuracy': 100, 'power': 130, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'leech-life': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'bug'}, 'slash': {'accuracy': 100, 'power': 70, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}}"
parasect,50,"['bug', 'grass']","{'hp': 60, 'attack': 95, 'defense': 80, 'special-attack': 60, 'special-defense': 80, 'speed': 30}","{'scratch': {'accuracy': 100, 'power': 40, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'cut': {'accuracy': 95, 'power': 50, 'pp': 30, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'hyper-beam': {'accuracy': 90, 'power': 150, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'mega-drain': {'accuracy': 100, 'power': 40, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'solar-beam': {'accuracy': 100, 'power': 120, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'dig': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'ground'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'skull-bash': {'accuracy': 100, 'power': 130, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'leech-life': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'bug'}, 'slash': {'accuracy': 100, 'power': 70, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}}"
venonat,50,"['bug', 'poison']","{'hp': 60, 'attack': 55, 'defense': 50, 'special-attack': 40, 'special-defense': 55, 'speed': 45}","{'tackle': {'accuracy': 100, 'power': 40, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'psybeam': {'accuracy': 100, 'power': 65, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'mega-drain': {'accuracy': 100, 'power': 40, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'solar-beam': {'accuracy': 100, 'power': 120, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'psychic': {'accuracy': 100, 'power': 90, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'leech-life': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'bug'}, 'psywave': {'accuracy': 100, 'power': None, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}}"
venomoth,50,"['bug', 'poison']","{'hp': 70, 'attack': 65, 'defense': 60, 'special-attack': 90, 'special-defense': 75, 'speed': 90}","{'razor-wind': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'tackle': {'accuracy': 100, 'power': 40, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'psybeam': {'accuracy': 100, 'power': 65, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'hyper-beam': {'accuracy': 90, 'power': 150, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'mega-drain': {'accuracy': 100, 'power': 40, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'solar-beam': {'accuracy': 100, 'power': 120, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'psychic': {'accuracy': 100, 'power': 90, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'swift': {'accuracy': None, 'power': 60, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'leech-life': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'bug'}, 'psywave': {'accuracy': 100, 'power': None, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}}"
diglett,50,['ground'],"{'hp': 10, 'attack': 55, 'defense': 25, 'special-attack': 35, 'special-defense': 45, 'speed': 95}","{'scratch': {'accuracy': 100, 'power': 40, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'earthquake': {'accuracy': 100, 'power': 100, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'ground'}, 'fissure': {'accuracy': 30, 'power': None, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'ground'}, 'dig': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'ground'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'rock-slide': {'accuracy': 90, 'power': 75, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'rock'}, 'slash': {'accuracy': 100, 'power': 70, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}}"
dugtrio,50,['ground'],"{'hp': 35, 'attack': 100, 'defense': 50, 'special-attack': 50, 'special-defense': 70, 'speed': 120}","{'scratch': {'accuracy': 100, 'power': 40, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'hyper-beam': {'accuracy': 90, 'power': 150, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'earthquake': {'accuracy': 100, 'power': 100, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'ground'}, 'fissure': {'accuracy': 30, 'power': None, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'ground'}, 'dig': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'ground'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'rock-slide': {'accuracy': 90, 'power': 75, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'rock'}, 'slash': {'accuracy': 100, 'power': 70, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}}"
